,0
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,5
541,5
542,5
543,5
544,5
545,5
546,5
547,5
548,5
549,5
550,5
551,5
552,5
553,5
554,5
555,6
556,6
557,6
558,6
559,6
560,6
561,6
562,6
563,6
564,6
565,6
566,6
567,6
568,6
569,6
570,6
571,6
572,6
573,6
574,6
575,6
576,6
577,6
578,7
579,7
580,7
581,7
582,7
583,7
584,7
585,7
586,7
587,7
588,7
589,7
590,7
591,7
592,7
593,7
594,7
595,7
596,7
597,7
598,7
599,7
600,7
601,7
602,7
603,8
604,8
605,8
606,8
607,8
608,8
609,8
610,8
611,8
612,8
613,8
614,8
615,8
616,8
617,8
618,8
619,8
620,8
621,8
622,8
623,8
624,8
625,8
626,9
627,9
628,9
629,9
630,9
631,9
632,9
633,9
634,9
635,9
636,9
637,10
638,10
639,10
640,10
641,10
642,10
643,10
644,10
645,10
646,10
647,10
648,10
649,10
650,10
651,10
652,10
653,10
654,10
655,10
656,10
657,10
658,10
659,10
660,10
661,10
662,10
663,11
664,11
665,11
666,11
667,11
668,11
669,11
670,11
671,11
672,11
673,11
674,11
675,11
676,11
677,11
678,11
679,11
680,12
681,12
682,12
683,12
684,12
685,12
686,12
687,12
688,12
689,13
690,13
691,13
692,13
693,13
694,13
695,13
696,13
697,13
698,13
699,13
700,13
701,14
702,14
703,14
704,14
705,14
706,14
707,14
708,14
709,14
710,14
711,14
712,14
713,14
714,14
715,14
716,14
717,15
718,15
719,15
720,15
721,15
722,15
723,15
724,15
725,15
726,15
727,15
728,16
729,16
730,16
731,16
732,16
733,16
734,16
735,17
736,17
737,17
738,17
739,17
740,17
741,18
742,18
743,18
744,18
745,18
746,18
747,18
748,19
749,19
750,19
751,19
752,19
753,19
754,19
755,19
756,19
757,19
758,19
759,19
760,19
761,19
762,20
763,20
764,20
765,20
766,20
767,20
768,20
769,20
770,20
771,20
772,20
773,20
774,20
775,20
776,20
777,20
778,20
779,20
780,20
781,20
782,21
783,21
784,21
785,21
786,21
787,21
788,22
789,22
790,22
791,22
792,22
793,22
794,22
795,22
796,22
797,22
798,22
799,23
800,23
801,23
802,23
803,23
804,23
805,23
806,23
807,23
808,23
809,23
810,23
811,23
812,23
813,23
814,24
815,24
816,24
817,24
818,24
819,24
820,24
821,24
822,24
823,24
824,24
825,25
826,25
827,25
828,25
829,26
830,26
831,26
832,26
833,26
834,26
835,26
836,26
837,27
838,27
839,27
840,27
841,27
842,27
843,27
844,27
845,27
846,27
847,27
848,28
849,28
850,28
851,28
852,28
853,28
854,28
855,28
856,28
857,28
858,29
859,29
860,29
861,29
862,29
863,29
864,30
865,30
866,30
867,30
868,30
869,31
870,31
871,31
872,31
873,32
874,32
875,33
876,33
877,33
878,33
879,33
880,33
881,33
882,33
883,33
884,33
885,33
886,33
887,33
888,34
889,34
890,34
891,34
892,34
893,34
894,35
895,35
896,35
897,35
898,35
899,35
900,35
901,35
902,35
903,35
904,35
905,35
906,35
907,36
908,36
909,36
910,37
911,37
912,37
913,37
914,38
915,38
916,38
917,38
918,38
919,39
920,39
921,39
922,39
923,39
924,39
925,39
926,39
927,40
928,40
929,40
930,40
931,40
932,41
933,41
934,41
935,41
936,41
937,41
938,41
939,41
940,41
941,42
942,42
943,42
944,42
945,42
946,42
947,42
948,43
949,43
950,43
951,44
952,44
953,44
954,44
955,44
956,44
957,45
958,45
959,45
960,45
961,45
962,45
963,46
964,46
965,46
966,46
967,46
968,46
969,47
970,47
971,47
972,48
973,48
974,48
975,48
976,49
977,49
978,49
979,50
980,50
981,50
982,50
983,50
984,51
985,51
986,51
987,51
988,51
989,51
990,51
991,52
992,52
993,52
994,52
995,52
996,53
997,53
998,53
999,53
1000,53
1001,53
1002,53
1003,53
1004,53
1005,53
1006,54
1007,54
1008,54
1009,54
1010,54
1011,54
1012,55
1013,55
1014,55
1015,55
1016,55
1017,55
1018,56
1019,56
1020,56
1021,56
1022,56
1023,56
1024,56
1025,57
1026,57
1027,57
1028,58
1029,58
1030,59
1031,59
1032,59
1033,59
1034,60
1035,60
1036,60
1037,60
1038,60
1039,60
1040,60
1041,61
1042,61
1043,61
1044,61
1045,62
1046,62
1047,62
1048,62
1049,62
1050,62
1051,63
1052,63
1053,63
1054,64
1055,64
1056,64
1057,66
1058,67
1059,67
1060,68
1061,68
1062,69
1063,70
1064,70
1065,70
1066,70
1067,70
1068,70
1069,71
1070,71
1071,71
1072,72
1073,72
1074,72
1075,72
1076,73
1077,73
1078,73
1079,73
1080,73
1081,74
1082,74
1083,74
1084,75
1085,75
1086,75
1087,75
1088,75
1089,76
1090,76
1091,76
1092,76
1093,76
1094,76
1095,76
1096,76
1097,77
1098,77
1099,77
1100,77
1101,77
1102,77
1103,78
1104,78
1105,78
1106,78
1107,79
1108,79
1109,79
1110,79
1111,79
1112,79
1113,79
1114,79
1115,79
1116,80
1117,80
1118,81
1119,81
1120,81
1121,81
1122,81
1123,81
1124,82
1125,82
1126,83
1127,83
1128,83
1129,83
1130,83
1131,83
1132,83
1133,83
1134,84
1135,84
1136,84
1137,84
1138,85
1139,85
1140,86
1141,86
1142,86
1143,87
1144,87
1145,87
1146,87
1147,87
1148,88
1149,88
1150,88
1151,89
1152,90
1153,90
1154,90
1155,90
1156,90
1157,90
1158,90
1159,90
1160,91
1161,91
1162,91
1163,91
1164,91
1165,92
1166,93
1167,93
1168,93
1169,94
1170,94
1171,94
1172,95
1173,95
1174,96
1175,96
1176,96
1177,96
1178,96
1179,97
1180,97
1181,97
1182,97
1183,97
1184,97
1185,98
1186,98
1187,98
1188,98
1189,98
1190,99
1191,99
1192,99
1193,99
1194,99
1195,99
1196,100
1197,100
1198,100
1199,100
1200,101
1201,102
1202,102
1203,102
1204,103
1205,103
1206,103
1207,103
1208,104
1209,104
1210,104
1211,104
1212,105
1213,105
1214,105
1215,105
1216,105
1217,106
1218,106
1219,107
1220,107
1221,108
1222,109
1223,109
1224,109
1225,109
1226,110
1227,110
1228,110
1229,111
1230,111
1231,111
1232,112
1233,112
1234,112
1235,112
1236,112
1237,112
1238,112
1239,112
1240,113
1241,113
1242,113
1243,113
1244,113
1245,114
1246,114
1247,115
1248,115
1249,116
1250,116
1251,116
1252,117
1253,117
1254,117
1255,118
1256,118
1257,119
1258,119
1259,119
1260,120
1261,120
1262,120
1263,120
1264,120
1265,120
1266,121
1267,121
1268,122
1269,123
1270,123
1271,123
1272,124
1273,124
1274,124
1275,124
1276,125
1277,126
1278,126
1279,127
1280,127
1281,128
1282,128
1283,129
1284,129
1285,129
1286,130
1287,130
1288,131
1289,131
1290,132
1291,132
1292,132
1293,135
1294,135
1295,136
1296,136
1297,137
1298,137
1299,138
1300,138
1301,138
1302,139
1303,139
1304,140
1305,140
1306,140
1307,140
1308,140
1309,141
1310,141
1311,141
1312,141
1313,141
1314,142
1315,142
1316,143
1317,143
1318,144
1319,144
1320,144
1321,144
1322,145
1323,145
1324,145
1325,145
1326,145
1327,146
1328,146
1329,146
1330,146
1331,146
1332,147
1333,147
1334,147
1335,148
1336,148
1337,148
1338,148
1339,149
1340,150
1341,150
1342,151
1343,151
1344,151
1345,151
1346,152
1347,152
1348,152
1349,154
1350,154
1351,154
1352,155
1353,155
1354,156
1355,156
1356,156
1357,156
1358,157
1359,157
1360,158
1361,158
1362,159
1363,159
1364,160
1365,160
1366,160
1367,161
1368,162
1369,163
1370,163
1371,163
1372,163
1373,163
1374,164
1375,164
1376,164
1377,165
1378,165
1379,165
1380,165
1381,165
1382,166
1383,166
1384,166
1385,166
1386,167
1387,167
1388,167
1389,167
1390,168
1391,168
1392,168
1393,168
1394,168
1395,168
1396,168
1397,168
1398,168
1399,169
1400,169
1401,170
1402,170
1403,170
1404,171
1405,171
1406,171
1407,172
1408,172
1409,172
1410,173
1411,174
1412,174
1413,175
1414,175
1415,176
1416,176
1417,177
1418,178
1419,178
1420,179
1421,179
1422,179
1423,179
1424,179
1425,180
1426,180
1427,181
1428,182
1429,182
1430,182
1431,183
1432,183
1433,183
1434,184
1435,184
1436,185
1437,185
1438,186
1439,186
1440,187
1441,188
1442,188
1443,188
1444,188
1445,189
1446,189
1447,189
1448,189
1449,190
1450,190
1451,192
1452,194
1453,194
1454,194
1455,195
1456,198
1457,199
1458,199
1459,199
1460,201
1461,202
1462,202
1463,203
1464,204
1465,204
1466,204
1467,204
1468,204
1469,204
1470,206
1471,206
1472,206
1473,207
1474,207
1475,207
1476,208
1477,209
1478,210
1479,210
1480,211
1481,212
1482,213
1483,214
1484,214
1485,214
1486,215
1487,215
1488,215
1489,215
1490,215
1491,216
1492,217
1493,218
1494,218
1495,218
1496,220
1497,220
1498,220
1499,222
1500,222
1501,222
1502,222
1503,223
1504,223
1505,223
1506,223
1507,224
1508,224
1509,226
1510,228
1511,228
1512,228
1513,228
1514,228
1515,229
1516,229
1517,229
1518,229
1519,229
1520,230
1521,231
1522,231
1523,231
1524,232
1525,232
1526,232
1527,233
1528,234
1529,235
1530,236
1531,236
1532,236
1533,236
1534,237
1535,237
1536,239
1537,239
1538,240
1539,241
1540,241
1541,242
1542,243
1543,244
1544,245
1545,246
1546,247
1547,247
1548,247
1549,247
1550,247
1551,247
1552,248
1553,248
1554,248
1555,248
1556,248
1557,249
1558,249
1559,250
1560,250
1561,250
1562,250
1563,251
1564,251
1565,252
1566,253
1567,253
1568,253
1569,254
1570,254
1571,254
1572,255
1573,255
1574,256
1575,256
1576,257
1577,257
1578,257
1579,257
1580,257
1581,257
1582,257
1583,258
1584,258
1585,258
1586,258
1587,258
1588,259
1589,259
1590,259
1591,260
1592,260
1593,261
1594,261
1595,262
1596,262
1597,262
1598,265
1599,265
1600,265
1601,265
1602,265
1603,265
1604,265
1605,266
1606,266
1607,267
1608,267
1609,268
1610,268
1611,268
1612,268
1613,269
1614,270
1615,270
1616,270
1617,270
1618,271
1619,272
1620,272
1621,273
1622,273
1623,274
1624,275
1625,275
1626,276
1627,277
1628,277
1629,277
1630,278
1631,279
1632,279
1633,280
1634,280
1635,281
1636,281
1637,283
1638,283
1639,283
1640,285
1641,285
1642,286
1643,286
1644,286
1645,286
1646,287
1647,287
1648,287
1649,287
1650,288
1651,289
1652,290
1653,290
1654,291
1655,291
1656,292
1657,293
1658,293
1659,293
1660,296
1661,296
1662,296
1663,296
1664,297
1665,297
1666,298
1667,298
1668,300
1669,300
1670,303
1671,303
1672,304
1673,307
1674,307
1675,307
1676,309
1677,309
1678,309
1679,309
1680,310
1681,311
1682,311
1683,312
1684,313
1685,313
1686,314
1687,314
1688,316
1689,316
1690,316
1691,317
1692,317
1693,318
1694,319
1695,320
1696,320
1697,321
1698,323
1699,323
1700,323
1701,324
1702,324
1703,325
1704,326
1705,327
1706,329
1707,329
1708,330
1709,330
1710,331
1711,335
1712,336
1713,336
1714,336
1715,337
1716,337
1717,337
1718,337
1719,338
1720,338
1721,339
1722,339
1723,339
1724,339
1725,339
1726,340
1727,340
1728,342
1729,343
1730,343
1731,347
1732,348
1733,348
1734,348
1735,348
1736,349
1737,349
1738,349
1739,349
1740,349
1741,350
1742,350
1743,350
1744,350
1745,350
1746,352
1747,353
1748,353
1749,353
1750,354
1751,354
1752,354
1753,355
1754,355
1755,355
1756,355
1757,355
1758,356
1759,356
1760,356
1761,356
1762,357
1763,358
1764,358
1765,358
1766,359
1767,359
1768,360
1769,361
1770,362
1771,363
1772,363
1773,364
1774,366
1775,367
1776,369
1777,369
1778,369
1779,370
1780,370
1781,370
1782,371
1783,371
1784,371
1785,372
1786,374
1787,376
1788,377
1789,378
1790,378
1791,380
1792,380
1793,380
1794,380
1795,382
1796,382
1797,382
1798,382
1799,384
1800,384
1801,384
1802,385
1803,386
1804,386
1805,387
1806,388
1807,392
1808,392
1809,392
1810,392
1811,393
1812,393
1813,394
1814,395
1815,396
1816,396
1817,396
1818,396
1819,397
1820,398
1821,400
1822,401
1823,401
1824,402
1825,403
1826,404
1827,404
1828,407
1829,407
1830,407
1831,409
1832,410
1833,410
1834,410
1835,411
1836,412
1837,412
1838,413
1839,414
1840,415
1841,415
1842,416
1843,418
1844,418
1845,418
1846,420
1847,420
1848,423
1849,424
1850,424
1851,425
1852,425
1853,425
1854,425
1855,426
1856,427
1857,427
1858,427
1859,427
1860,427
1861,427
1862,430
1863,430
1864,432
1865,434
1866,434
1867,435
1868,437
1869,439
1870,443
1871,444
1872,449
1873,450
1874,450
1875,451
1876,451
1877,451
1878,452
1879,455
1880,456
1881,456
1882,457
1883,457
1884,459
1885,461
1886,461
1887,462
1888,465
1889,465
1890,466
1891,467
1892,467
1893,468
1894,469
1895,471
1896,471
1897,472
1898,473
1899,473
1900,476
1901,477
1902,478
1903,478
1904,480
1905,480
1906,481
1907,482
1908,483
1909,484
1910,485
1911,486
1912,487
1913,487
1914,489
1915,489
1916,489
1917,490
1918,491
1919,491
1920,491
1921,492
1922,492
1923,494
1924,494
1925,495
1926,497
1927,498
1928,498
1929,500
1930,500
1931,501
1932,501
1933,503
1934,504
1935,504
1936,504
1937,506
1938,508
1939,508
1940,508
1941,509
1942,515
1943,520
1944,521
1945,522
1946,524
1947,525
1948,526
1949,526
1950,527
1951,528
1952,531
1953,531
1954,532
1955,534
1956,534
1957,538
1958,542
1959,542
1960,545
1961,545
1962,545
1963,545
1964,545
1965,550
1966,552
1967,553
1968,554
1969,555
1970,555
1971,556
1972,559
1973,561
1974,561
1975,564
1976,565
1977,566
1978,567
1979,567
1980,568
1981,569
1982,570
1983,570
1984,574
1985,578
1986,578
1987,579
1988,580
1989,582
1990,585
1991,585
1992,585
1993,585
1994,585
1995,586
1996,586
1997,588
1998,589
1999,592
2000,593
2001,593
2002,594
2003,595
2004,595
2005,596
2006,596
2007,598
2008,599
2009,601
2010,604
2011,605
2012,605
2013,606
2014,608
2015,608
2016,609
2017,610
2018,610
2019,611
2020,612
2021,613
2022,614
2023,615
2024,617
2025,620
2026,620
2027,620
2028,622
2029,623
2030,624
2031,624
2032,624
2033,625
2034,625
2035,626
2036,626
2037,627
2038,629
2039,630
2040,630
2041,630
2042,632
2043,633
2044,633
2045,636
2046,636
2047,637
2048,637
2049,637
2050,638
2051,638
2052,641
2053,645
2054,648
2055,649
2056,650
2057,650
2058,651
2059,651
2060,654
2061,656
2062,657
2063,662
2064,664
2065,665
2066,667
2067,672
2068,677
2069,677
2070,677
2071,679
2072,680
2073,683
2074,690
2075,692
2076,693
2077,694
2078,695
2079,696
2080,698
2081,699
2082,700
2083,701
2084,706
2085,707
2086,707
2087,708
2088,710
2089,711
2090,715
2091,717
2092,718
2093,719
2094,719
2095,719
2096,720
2097,724
2098,725
2099,725
2100,726
2101,726
2102,729
2103,731
2104,732
2105,732
2106,732
2107,734
2108,739
2109,740
2110,741
2111,742
2112,747
2113,753
2114,754
2115,755
2116,760
2117,761
2118,761
2119,762
2120,762
2121,765
2122,765
2123,768
2124,768
2125,768
2126,769
2127,769
2128,769
2129,770
2130,771
2131,777
2132,779
2133,779
2134,779
2135,781
2136,787
2137,788
2138,789
2139,789
2140,789
2141,791
2142,791
2143,795
2144,805
2145,807
2146,807
2147,808
2148,809
2149,809
2150,811
2151,811
2152,815
2153,819
2154,820
2155,826
2156,829
2157,830
2158,833
2159,835
2160,839
2161,841
2162,842
2163,843
2164,844
2165,848
2166,850
2167,851
2168,859
2169,866
2170,871
2171,875
2172,875
2173,897
2174,897
2175,902
2176,902
2177,904
2178,906
2179,915
2180,922
2181,923
2182,924
2183,925
2184,927
2185,930
2186,932
2187,935
2188,938
2189,939
2190,941
2191,945
2192,946
2193,948
2194,952
2195,957
2196,960
2197,962
2198,964
2199,964
2200,966
2201,967
2202,967
2203,967
2204,967
2205,968
2206,973
2207,974
2208,979
2209,982
2210,984
2211,984
2212,986
2213,987
2214,990
2215,995
2216,997
2217,998
2218,999
2219,1002
2220,1003
2221,1004
2222,1007
2223,1011
2224,1012
2225,1015
2226,1018
2227,1018
2228,1019
2229,1019
2230,1021
2231,1026
2232,1034
2233,1034
2234,1042
2235,1043
2236,1047
2237,1048
2238,1051
2239,1051
2240,1052
2241,1053
2242,1054
2243,1055
2244,1055
2245,1059
2246,1063
2247,1064
2248,1064
2249,1075
2250,1076
2251,1076
2252,1077
2253,1078
2254,1085
2255,1086
2256,1099
2257,1101
2258,1114
2259,1115
2260,1116
2261,1121
2262,1124
2263,1125
2264,1125
2265,1133
2266,1135
2267,1157
2268,1157
2269,1159
2270,1163
2271,1164
2272,1164
2273,1168
2274,1168
2275,1178
2276,1183
2277,1186
2278,1190
2279,1190
2280,1191
2281,1196
2282,1198
2283,1202
2284,1203
2285,1205
2286,1220
2287,1220
2288,1221
2289,1228
2290,1228
2291,1231
2292,1234
2293,1235
2294,1236
2295,1245
2296,1260
2297,1261
2298,1264
2299,1267
2300,1274
2301,1280
2302,1282
2303,1284
2304,1285
2305,1299
2306,1301
2307,1310
2308,1312
2309,1314
2310,1314
2311,1322
2312,1334
2313,1336
2314,1337
2315,1339
2316,1347
2317,1355
2318,1355
2319,1358
2320,1360
2321,1365
2322,1378
2323,1379
2324,1383
2325,1383
2326,1387
2327,1393
2328,1399
2329,1409
2330,1417
2331,1428
2332,1429
2333,1430
2334,1431
2335,1434
2336,1444
2337,1448
2338,1462
2339,1467
2340,1470
2341,1473
2342,1491
2343,1496
2344,1499
2345,1502
2346,1510
2347,1512
2348,1513
2349,1523
2350,1529
2351,1533
2352,1538
2353,1539
2354,1539
2355,1546
2356,1547
2357,1554
2358,1566
2359,1577
2360,1579
2361,1580
2362,1587
2363,1593
2364,1605
2365,1612
2366,1615
2367,1629
2368,1633
2369,1640
2370,1650
2371,1656
2372,1661
2373,1667
2374,1675
2375,1676
2376,1682
2377,1682
2378,1689
2379,1693
2380,1695
2381,1697
2382,1699
2383,1699
2384,1709
2385,1732
2386,1739
2387,1741
2388,1757
2389,1763
2390,1766
2391,1770
2392,1785
2393,1790
2394,1791
2395,1795
2396,1807
2397,1810
2398,1823
2399,1834
2400,1857
2401,1864
2402,1864
2403,1866
2404,1874
2405,1875
2406,1877
2407,1886
2408,1897
2409,1898
2410,1906
2411,1908
2412,1916
2413,1919
2414,1937
2415,1951
2416,1952
2417,1959
2418,2009
2419,2020
2420,2022
2421,2040
2422,2043
2423,2045
2424,2068
2425,2075
2426,2095
2427,2095
2428,2098
2429,2107
2430,2137
2431,2174
2432,2174
2433,2199
2434,2203
2435,2205
2436,2209
2437,2213
2438,2216
2439,2249
2440,2269
2441,2275
2442,2295
2443,2329
2444,2384
2445,2417
2446,2468
2447,2506
2448,2595
2449,2617
2450,2627
2451,2656
2452,2677
2453,2706
2454,2775
2455,2806
2456,2828
2457,2867
2458,2872
2459,2893
2460,2898
2461,2948
2462,2964
2463,2975
2464,3030
2465,3041
2466,3054
2467,3152
2468,3167
2469,3186
2470,3295
2471,3297
2472,3331
2473,3359
2474,3407
2475,3477
2476,3504
2477,3528
2478,3805
2479,4062
2480,4115
